남조출,대리,영업,E,5,3200000,10734
박형철,사원,영업,C,2,2800000,10699
원여효,인턴,재무,E,30,2100000,10620
옥훈성,부장,디자인,C,19,6000000,10614
손지분,부장,인사,A,21,6000000,10973
석빈용,인턴,인사,D,30,2100000,10957
허지식,과장,마케팅,C,11,4000000,10020
남고숙,인턴,영업,E,30,2100000,10518
천익곤,차장,디자인,D,12,5000000,10613
변별삼,인턴,영업,E,30,2100000,10419
채항호,인턴,인사,D,30,2100000,10470
서지란,인턴,영업,D,30,2100000,10747
기천희,사원,인사,E,1,2800000,10726
표엄이,사원,영업,E,1,2800000,10796
남초선,대리,회계,B,4,3200000,10355
방안강,사원,재무,E,1,2800000,10880
도항제,부장,영업,E,17,6000000,10054
나래회,부장,재무,D,19,6000000,10364
모은성,인턴,영업,A,30,2100000,10438
소탁소,차장,마케팅,E,12,5000000,10234
염환분,부장,인사,D,21,6000000,10339
마견달,차장,회계,B,13,5000000,10277
채영혜,인턴,회계,A,30,2100000,10433
현으분,과장,개발,E,9,4000000,10086
민늘빈,인턴,개발,D,30,2100000,10548
노월건,과장,회계,A,10,4000000,10748
양도기,과장,마케팅,C,11,4000000,10289
염부후,대리,개발,D,4,3200000,10824
장준주,부장,인사,E,18,6000000,10172
맹웅용,차장,영업,A,13,5000000,10424
노향문,대리,디자인,E,5,3200000,10148
천박회,과장,영업,C,8,4000000,10306
도동훈,사원,영업,E,2,2800000,10399
전광번,과장,재무,A,10,4000000,10412
맹덕솔,대리,인사,A,7,3200000,10115
박담슬,인턴,마케팅,C,30,2100000,10837
노삼견,차장,인사,E,15,5000000,10331
손남인,인턴,디자인,A,30,2100000,10212
설단백,대리,영업,E,4,3200000,10846
박산수,부장,개발,D,21,6000000,10064
천헌산,부장,개발,E,17,6000000,10519
인향우,부장,영업,E,20,6000000,10506
석한아,사원,인사,C,3,2800000,10215
염온남,인턴,마케팅,D,30,2100000,10332
선설유,차장,영업,B,14,5000000,10210
여곤지,부장,인사,A,20,6000000,10445
차추지,인턴,개발,A,30,2100000,10002
배공빈,사원,재무,B,1,2800000,10074
성지잔,부장,영업,E,17,6000000,10210
변솜옥,대리,회계,E,5,3200000,10230
나개디,차장,개발,C,13,5000000,10749
강심로,대리,개발,B,7,3200000,10253
설중빈,사원,디자인,D,3,2800000,10399
손다은,사원,회계,B,2,2800000,10791
천종연,부장,마케팅,C,20,6000000,10808
옥분숙,대리,디자인,E,5,3200000,10603
고건봉,대리,영업,A,6,3200000,10130
옥치웅,과장,재무,D,11,4000000,10397
차보애,사원,영업,E,1,2800000,10330
표경박,인턴,마케팅,D,30,2100000,10848
염소형,과장,회계,A,10,4000000,10074
오마환,과장,마케팅,B,10,4000000,10417
송슬예,차장,개발,C,13,5000000,10167
탁백걸,인턴,마케팅,E,30,2100000,10450
유미헌,인턴,디자인,C,30,2100000,10712
임늘홍,대리,마케팅,C,5,3200000,10725
윤모유,인턴,재무,E,30,2100000,10382
곽학옥,인턴,재무,C,30,2100000,10291
진량전,사원,회계,E,3,2800000,10243
방일랑,과장,개발,C,9,4000000,10035
방옥상,인턴,회계,C,30,2100000,10943
추재다,차장,재무,A,13,5000000,10903
임견디,인턴,재무,C,30,2100000,10729
표장비,부장,인사,B,18,6000000,10492
오철항,과장,회계,D,8,4000000,10373
황욱근,대리,영업,B,6,3200000,10230
배래안,과장,개발,B,9,4000000,10779
문이훈,사원,영업,E,3,2800000,10302
손무예,부장,개발,E,20,6000000,10823
이휘찬,부장,개발,D,20,6000000,10095
신욱휴,차장,회계,B,13,5000000,10795
송신화,대리,재무,A,4,3200000,10130
연만숭,인턴,디자인,C,30,2100000,10206
장새주,사원,영업,C,2,2800000,10220
하조추,차장,개발,B,15,5000000,10458
염현마,부장,마케팅,E,18,6000000,10059
허량미,사원,디자인,A,2,2800000,10536
명선민,과장,회계,B,8,4000000,10961
주번산,대리,마케팅,A,5,3200000,10191
왕삼혜,인턴,영업,C,30,2100000,10943
하분지,사원,재무,B,1,2800000,10334
강자규,대리,개발,E,5,3200000,10346
양담보,부장,개발,B,20,6000000,10571
연덕전,부장,디자인,C,18,6000000,10536
나마수,대리,인사,E,4,3200000,10605
공솜시,사원,개발,E,3,2800000,10519
고도승,인턴,인사,D,30,2100000,10273
인마새,차장,회계,B,15,5000000,10012
석민재,차장,인사,A,15,5000000,10763
주윤경,사원,회계,E,3,2800000,10013
신양숭,사원,회계,E,3,2800000,10387
오요실,차장,회계,C,16,5000000,10430
강로홍,대리,인사,C,6,3200000,10438
조윤가,과장,디자인,A,9,4000000,10025
조영모,인턴,마케팅,C,30,2100000,10188
육자석,인턴,인사,B,30,2100000,10544
여완열,대리,개발,B,5,3200000,10762
백흔나,사원,회계,E,2,2800000,10332
배춘성,대리,디자인,D,5,3200000,10861
고설늘,사원,영업,B,1,2800000,10733
방회설,인턴,디자인,E,30,2100000,10300
심번추,인턴,인사,A,30,2100000,10680
손요해,사원,인사,D,1,2800000,10857
천솜휴,차장,개발,B,16,5000000,10814
하슬혁,인턴,인사,D,30,2100000,10154
석초새,부장,개발,C,21,6000000,10249
맹천익,차장,재무,D,14,5000000,10900
방랑미,부장,디자인,B,19,6000000,10667
연술길,사원,개발,A,1,2800000,10301
채자선,사원,영업,A,2,2800000,10954
손가지,부장,회계,A,21,6000000,10212
채량심,차장,회계,B,15,5000000,10063
조혜잔,사원,재무,C,2,2800000,10574
성예익,차장,인사,E,13,5000000,10373
명부현,부장,회계,A,19,6000000,10074
정솜민,과장,개발,A,10,4000000,10239
강권찬,차장,마케팅,A,13,5000000,10082
정별후,차장,디자인,B,12,5000000,10113
구선덕,차장,디자인,E,12,5000000,10534
진더상,과장,회계,B,10,4000000,10082
황경두,대리,영업,E,6,3200000,10036
박걸찬,사원,인사,B,3,2800000,10418
인설식,사원,영업,B,1,2800000,10555
장현엄,부장,재무,E,21,6000000,10091
유번하,인턴,마케팅,E,30,2100000,10467
방운상,대리,디자인,D,7,3200000,10421
구지솜,인턴,디자인,D,30,2100000,10706
주덕한,과장,재무,A,11,4000000,10742
옥문지,과장,영업,C,11,4000000,10802
정의술,과장,마케팅,C,11,4000000,10628
곽미일,부장,재무,C,17,6000000,10541
인영래,사원,디자인,A,3,2800000,10926
지효솔,인턴,인사,C,30,2100000,10260
여치향,차장,회계,B,16,5000000,10932
신석곤,부장,마케팅,C,18,6000000,10239
문면옥,인턴,영업,D,30,2100000,10580
변주반,사원,인사,E,2,2800000,10492
명덕하,부장,디자인,B,20,6000000,10492
현천충,인턴,재무,D,30,2100000,10574
연문리,부장,재무,E,20,6000000,10293
마운비,부장,디자인,D,17,6000000,10487
인하조,사원,재무,A,1,2800000,10422
강명향,대리,회계,A,6,3200000,10569
송리복,차장,마케팅,A,12,5000000,10852
구면견,대리,영업,A,4,3200000,10106
왕의권,인턴,마케팅,D,30,2100000,10663
여판천,인턴,회계,A,30,2100000,10607
모우장,인턴,회계,D,30,2100000,10205
명혼예,사원,개발,E,3,2800000,10120
양노비,인턴,영업,E,30,2100000,10466
윤민식,차장,인사,D,14,5000000,10339
방마재,부장,인사,A,19,6000000,10519
곽준율,대리,영업,D,7,3200000,10898
김백공,차장,개발,E,15,5000000,10375
탁수미,차장,회계,A,16,5000000,10182
주하월,대리,회계,E,4,3200000,10151
염효병,차장,회계,C,16,5000000,10515
주고달,대리,회계,A,4,3200000,10020
서승환,차장,개발,B,16,5000000,10972
안세원,부장,마케팅,C,20,6000000,10846
진월윤,사원,회계,E,3,2800000,10815
심고랑,대리,마케팅,B,7,3200000,10065
신환견,사원,재무,C,1,2800000,10105
안자창,인턴,재무,D,30,2100000,10788
길로오,인턴,회계,E,30,2100000,10575
한세유,과장,개발,D,9,4000000,10436
유일상,과장,회계,D,10,4000000,10865
왕빈곤,사원,회계,A,1,2800000,10988
은늘서,과장,영업,A,10,4000000,10890
노휴덕,사원,영업,E,3,2800000,10219
방혜을,과장,영업,E,10,4000000,10591
성아은,대리,개발,A,5,3200000,10206
명디송,대리,개발,B,7,3200000,10361
우상민,인턴,마케팅,E,30,2100000,10597
여찬번,인턴,개발,D,30,2100000,10580
한규판,차장,재무,D,15,5000000,10576
방권근,사원,디자인,C,3,2800000,10594
최혜일,차장,마케팅,A,16,5000000,10417
주완걸,차장,회계,A,14,5000000,10231
서모랑,인턴,인사,D,30,2100000,10164
곽새공,대리,개발,A,6,3200000,10457
심설다,차장,재무,B,14,5000000,10471
남곤나,부장,회계,C,17,6000000,10285
공우홍,인턴,회계,E,30,2100000,10788
현걸보,부장,회계,A,21,6000000,10835
성수홍,부장,재무,A,18,6000000,10334
장강승,부장,개발,D,19,6000000,10791
명영소,부장,회계,B,20,6000000,10132
진이복,사원,회계,C,2,2800000,10024
우한혜,과장,개발,C,8,4000000,10443
왕고숙,인턴,영업,A,30,2100000,10251
도남나,대리,인사,C,4,3200000,10085
방온창,과장,마케팅,C,9,4000000,10400
민식창,사원,디자인,A,2,2800000,10273
구후두,대리,재무,B,7,3200000,10097
주현심,차장,재무,B,12,5000000,10479
구하고,인턴,인사,A,30,2100000,10990
진박찬,인턴,영업,C,30,2100000,10829
우용세,사원,디자인,E,3,2800000,10777
반담누,과장,인사,E,11,4000000,10543
석의양,부장,개발,E,20,6000000,10377
남의준,대리,디자인,C,5,3200000,10776
선마철,과장,인사,C,9,4000000,10785
곽규애,대리,회계,A,5,3200000,10411
탁담천,차장,개발,B,14,5000000,10495
배지일,인턴,재무,C,30,2100000,10219
구누휴,차장,회계,C,15,5000000,10443
허찬휴,대리,영업,B,6,3200000,10480
유학타,인턴,영업,C,30,2100000,10574
윤출율,부장,개발,B,17,6000000,10663
현박고,인턴,마케팅,A,30,2100000,10845
표바나,과장,디자인,E,8,4000000,10614
선미늘,차장,영업,E,14,5000000,10772
정설경,대리,재무,E,6,3200000,10698
도랑량,과장,재무,D,8,4000000,10314
임장하,대리,회계,D,5,3200000,10425
성전솜,인턴,개발,C,30,2100000,10633
하월수,과장,마케팅,D,8,4000000,10998
전나영,대리,영업,C,7,3200000,10371
곽자예,과장,인사,D,11,4000000,10508
석디복,과장,영업,A,8,4000000,10460
신혼욱,인턴,디자인,E,30,2100000,10862
염만용,사원,회계,C,1,2800000,10452
천판디,인턴,회계,C,30,2100000,10108
장향혁,사원,영업,A,2,2800000,10740
석량빈,대리,마케팅,E,4,3200000,10043
조소규,부장,마케팅,A,17,6000000,10450
박조안,차장,개발,D,13,5000000,10904
문동신,인턴,재무,E,30,2100000,10672
안부랑,차장,재무,E,13,5000000,10510
석운단,부장,개발,A,20,6000000,10301
문관학,사원,마케팅,D,1,2800000,10246
유회의,인턴,인사,D,30,2100000,10319
고흔다,인턴,인사,C,30,2100000,10306
강관건,인턴,디자인,D,30,2100000,10221
소솜번,부장,재무,B,17,6000000,10683
나실린,차장,인사,E,15,5000000,10048
맹휘두,차장,개발,D,14,5000000,10200
신헌산,과장,개발,D,9,4000000,10065
하준량,부장,재무,D,19,6000000,10168
심선지,사원,마케팅,C,3,2800000,10045
소홍신,부장,회계,D,18,6000000,10415
염치바,과장,인사,A,8,4000000,10755
남경번,부장,마케팅,A,17,6000000,10235
옥견회,인턴,개발,B,30,2100000,10117
진두여,인턴,개발,C,30,2100000,10610
현술솜,과장,영업,E,9,4000000,10529
박애상,대리,재무,A,4,3200000,10159
노중바,과장,마케팅,C,10,4000000,10633
임반노,사원,회계,B,1,2800000,10230
구완권,차장,영업,D,13,5000000,10023
조으헌,부장,재무,E,20,6000000,10458
인연동,과장,개발,E,8,4000000,10954
민운수,사원,개발,D,2,2800000,10256
손반사,과장,개발,D,10,4000000,10737
원도혜,인턴,회계,B,30,2100000,10271
육박열,과장,회계,E,8,4000000,10055
권타건,차장,회계,D,12,5000000,10126
방경대,대리,개발,C,6,3200000,10456
정실식,부장,디자인,E,20,6000000,10873
모사다,과장,개발,D,10,4000000,10840
나연혼,대리,개발,D,6,3200000,10087
방늘모,부장,재무,B,19,6000000,10704
노구태,사원,인사,D,1,2800000,10425
소환용,과장,개발,C,8,4000000,10587
추루안,사원,마케팅,D,2,2800000,10600
최공솔,차장,마케팅,C,14,5000000,10109
장종철,부장,재무,B,18,6000000,10665
반재근,과장,회계,A,8,4000000,10006
임웅솔,과장,마케팅,E,9,4000000,10361
장바완,차장,회계,D,14,5000000,10835
염강모,대리,인사,A,7,3200000,10990
길서항,과장,회계,D,8,4000000,10532
방선슬,차장,디자인,D,14,5000000,10764
홍천한,인턴,회계,B,30,2100000,10939
전남강,대리,개발,C,7,3200000,10819
성회영,대리,인사,E,7,3200000,10925
유서숙,대리,디자인,D,5,3200000,10855
백건반,대리,재무,D,4,3200000,10384
임월숭,차장,영업,C,12,5000000,10283
문헌혜,사원,마케팅,A,3,2800000,10604
탁판연,인턴,마케팅,A,30,2100000,10442
성택사,부장,개발,B,21,6000000,10784
주열담,대리,영업,C,4,3200000,10075
현담섭,차장,인사,E,14,5000000,10283
유천곤,인턴,영업,A,30,2100000,10391
소면길,인턴,개발,B,30,2100000,10619
조양한,인턴,마케팅,B,30,2100000,10301
강래송,인턴,마케팅,B,30,2100000,10981
손섭곤,과장,인사,D,10,4000000,10157
채근혁,대리,영업,E,7,3200000,10861
강봉중,대리,회계,C,7,3200000,10538
명주사,과장,재무,B,9,4000000,10057
마담식,대리,개발,A,5,3200000,10394
배분한,부장,영업,D,21,6000000,10742
여실누,과장,디자인,B,9,4000000,10407
남전담,대리,개발,B,5,3200000,10751
옥공윤,사원,디자인,E,3,2800000,10220
강강성,사원,개발,D,1,2800000,10172
양리봉,대리,회계,B,6,3200000,10555
허안견,대리,회계,D,4,3200000,10416
장수라,인턴,디자인,D,30,2100000,10373
반장시,사원,영업,B,1,2800000,10389
정디장,사원,회계,D,2,2800000,10981
신잔배,사원,마케팅,E,2,2800000,10819
염휴길,과장,인사,E,8,4000000,10169
송휴희,대리,재무,D,5,3200000,10618
양규경,부장,마케팅,D,17,6000000,10702
은사동,대리,마케팅,E,5,3200000,10874
신명윤,과장,디자인,E,10,4000000,10302
오슬진,과장,인사,A,9,4000000,10571
오공세,과장,개발,A,8,4000000,10424
심타잔,사원,디자인,E,2,2800000,10658
권화석,사원,회계,D,2,2800000,10109
전성백,과장,개발,E,11,4000000,10827
송도삼,차장,인사,A,16,5000000,10627
서산관,인턴,개발,E,30,2100000,10829
홍박흔,부장,인사,E,17,6000000,10184
여남나,차장,영업,B,14,5000000,10434
인재희,과장,재무,E,10,4000000,10139
연비제,부장,디자인,D,19,6000000,10101
구후부,인턴,인사,E,30,2100000,10779
신열비,대리,재무,D,4,3200000,10160
남제천,과장,회계,A,8,4000000,10905
변익용,사원,디자인,E,2,2800000,10037
마현향,차장,재무,B,12,5000000,10007
권직숭,사원,인사,B,3,2800000,10069
심서복,부장,인사,D,17,6000000,10508
연용관,대리,디자인,A,4,3200000,10597
명숭혜,대리,인사,D,4,3200000,10377
지랑리,대리,마케팅,E,4,3200000,10452
이나요,차장,개발,B,12,5000000,10326
정실가,차장,영업,D,13,5000000,10436
금송애,대리,영업,A,4,3200000,10379
노박소,대리,개발,B,6,3200000,10577
연형단,대리,재무,A,4,3200000,10849
노단대,차장,재무,D,13,5000000,10976
명손상,인턴,마케팅,D,30,2100000,10662
나형현,인턴,재무,B,30,2100000,10070
도심연,사원,개발,A,1,2800000,10330
강대찬,차장,회계,C,12,5000000,10432
양리규,사원,인사,A,2,2800000,10302
금공고,부장,인사,E,18,6000000,10930
권식대,부장,재무,C,18,6000000,10703
장판모,차장,마케팅,C,13,5000000,10571
남린직,과장,인사,E,9,4000000,10808
이두은,대리,재무,D,5,3200000,10507
염슬고,인턴,인사,C,30,2100000,10342
조추랑,부장,인사,B,17,6000000,10567
임항지,과장,재무,A,8,4000000,10501
강희주,부장,마케팅,D,20,6000000,10930
기비삼,사원,마케팅,C,3,2800000,10031
백오항,인턴,개발,B,30,2100000,10802
염옥만,인턴,디자인,A,30,2100000,10869
강손월,대리,개발,A,6,3200000,10190
차율양,과장,디자인,D,9,4000000,10478
하근학,인턴,인사,A,30,2100000,10669
김나월,사원,회계,E,1,2800000,10102
주노반,인턴,회계,A,30,2100000,10711
고개탁,부장,개발,A,17,6000000,10453
양창아,대리,디자인,C,5,3200000,10034
정달민,차장,인사,E,13,5000000,10600
주잔견,부장,영업,E,19,6000000,10671
윤전랑,사원,개발,E,1,2800000,10416
변천바,사원,영업,D,1,2800000,10183
정익래,대리,회계,E,7,3200000,10418
금권월,사원,디자인,A,3,2800000,10624
반한현,사원,개발,A,1,2800000,10640
방온새,대리,재무,B,7,3200000,10458
서온오,부장,재무,E,18,6000000,10870
천만남,사원,디자인,D,1,2800000,10864
맹견철,부장,디자인,B,19,6000000,10843
조향중,차장,영업,A,13,5000000,10476
문운향,사원,영업,C,3,2800000,10223
구미종,차장,인사,A,15,5000000,10087
진유타,인턴,영업,B,30,2100000,10197
명중흔,과장,인사,A,8,4000000,10713
양복무,부장,재무,A,19,6000000,10878
최동준,부장,재무,C,21,6000000,10192
인누디,대리,마케팅,B,4,3200000,10122
박건후,과장,개발,B,10,4000000,10880
홍휘은,과장,회계,E,8,4000000,10432
최랑중,인턴,마케팅,E,30,2100000,10339
전철종,차장,인사,A,12,5000000,10507
전민율,인턴,재무,B,30,2100000,10842
소심민,차장,개발,C,15,5000000,10315
윤식헌,인턴,마케팅,D,30,2100000,10380
추남항,과장,회계,E,11,4000000,10944
반유시,차장,개발,D,15,5000000,10002
방양석,부장,회계,B,19,6000000,10642
전분회,인턴,인사,C,30,2100000,10424
선일건,부장,개발,B,17,6000000,10712
여제충,과장,영업,A,10,4000000,10479
길복우,과장,개발,D,8,4000000,10864
진강여,대리,마케팅,D,7,3200000,10751
천만슬,인턴,재무,B,30,2100000,10987
민충탁,사원,회계,B,2,2800000,10808
맹별란,차장,회계,D,15,5000000,10889
강택애,대리,마케팅,D,7,3200000,10346
명익새,과장,인사,E,10,4000000,10292
전광반,대리,디자인,C,7,3200000,10133
강두예,차장,마케팅,A,16,5000000,10533
연우다,대리,재무,D,4,3200000,10009
심으흔,부장,개발,C,20,6000000,10540
전곤비,차장,재무,B,14,5000000,10765
심정노,인턴,재무,E,30,2100000,10628
남세노,과장,재무,B,8,4000000,10287
조곤경,인턴,개발,C,30,2100000,10385
황택서,과장,인사,E,8,4000000,10309
윤향권,과장,회계,E,9,4000000,10168
조판심,차장,인사,A,13,5000000,10389
여린래,사원,디자인,B,3,2800000,10685
연원율,차장,디자인,B,15,5000000,10869
진이래,과장,개발,E,11,4000000,10355
박슬담,부장,디자인,C,21,6000000,10769
우종지,차장,디자인,D,16,5000000,10817
하익권,대리,디자인,B,5,3200000,10022
임조혼,인턴,영업,A,30,2100000,10954
현사추,사원,재무,A,2,2800000,10346
여월면,차장,인사,D,16,5000000,10890
석솔요,부장,디자인,D,21,6000000,10494
표건보,차장,영업,A,16,5000000,10512
정곤으,차장,인사,E,16,5000000,10423
염모기,대리,개발,B,6,3200000,10566
마웅운,인턴,회계,B,30,2100000,10906
길회황,사원,개발,B,3,2800000,10749
송노혼,인턴,영업,C,30,2100000,10013
설진혜,차장,마케팅,B,14,5000000,10644
서철엄,사원,영업,A,1,2800000,10518
유디경,대리,마케팅,B,5,3200000,10451
류효별,인턴,영업,D,30,2100000,10691
공인담,차장,영업,A,14,5000000,10204
연시옥,부장,영업,C,20,6000000,10960
장면곤,부장,디자인,D,21,6000000,10830
민원마,차장,회계,D,16,5000000,10705
임나하,인턴,개발,E,30,2100000,10858
채호새,부장,재무,A,17,6000000,10743
오대환,대리,개발,C,5,3200000,10076
옥번노,사원,개발,D,2,2800000,10377
전량봉,과장,마케팅,C,9,4000000,10889
장백양,대리,영업,A,4,3200000,10423
곽광화,차장,디자인,B,15,5000000,10359
남하린,차장,디자인,A,15,5000000,10493
남관엄,대리,디자인,B,5,3200000,10626
정면설,과장,재무,B,8,4000000,10441
원익서,부장,개발,E,21,6000000,10766
염황신,사원,마케팅,B,3,2800000,10928
윤숭배,과장,재무,A,10,4000000,10256
황기찬,사원,회계,C,1,2800000,10516
전타보,과장,디자인,A,9,4000000,10957
한상식,부장,디자인,C,17,6000000,10399
하열빈,차장,디자인,A,16,5000000,10320
변고치,부장,회계,E,21,6000000,10885
전욱광,과장,영업,B,10,4000000,10342
연완춘,부장,디자인,C,18,6000000,10529
명장다,부장,마케팅,D,21,6000000,10248
신량지,차장,영업,E,16,5000000,10777
정길강,차장,디자인,C,12,5000000,10117
백온장,사원,인사,A,2,2800000,10086
